00:00:11,4,12.0,0.5,0.5
00:00:11,7,18.0,1.0,0.0
00:00:11,10,12.0,0.5,0.5
01:00:11,7,16.0,1.0,0.0
03:00:06,4,13.0,0.5,0.5
03:00:06,10,13.0,0.5,0.5
04:00:05,4,14.0,0.5,0.5
04:00:05,10,14.0,0.5,0.5
05:00:05,1,18.0,0.5,0.5
05:00:05,4,15.0,0.5,0.5
05:00:05,10,15.0,0.5,0.5
06:00:07,1,19.0,0.5,0.5
06:00:07,4,16.0,0.5,0.5
06:00:07,10,16.0,0.5,0.5
07:00:03,1,20.0,0.5,0.5
07:00:03,2,18.0,0.5,0.5
07:00:03,3,18.0,0.5,0.5
07:00:03,4,17.0,0.5,0.5
07:00:03,5,18.0,0.5,0.5
07:00:03,7,17.0,1.0,0.0
07:00:03,10,17.0,0.5,0.5
08:00:03,2,19.0,0.5,0.5
08:00:03,3,19.0,0.5,0.5
08:00:03,4,18.0,0.5,0.5
08:00:03,5,19.0,0.5,0.5
08:00:03,7,18.0,1.0,0.0
08:00:03,10,18.0,0.5,0.5
